datetime,time,value,type
2025-04-21 19:50:00,19:50:00,9.3,1
2025-04-21 19:59:00,19:59:00,7.0,1
2025-04-21 20:00:00,20:00:00,6.8,1
2025-04-21 20:01:00,20:01:00,6.8,1
2025-04-21 20:02:00,20:02:00,7.2,1
2025-04-21 20:03:00,20:03:00,7.9,0
2025-04-21 20:07:00,20:07:00,7.2,1
2025-04-21 20:11:00,20:11:00,6.8,1
2025-04-21 20:12:00,20:12:00,6.8,1
2025-04-21 20:14:00,20:14:00,7.3,1
2025-04-21 20:14:00,20:14:00,7.3,1
2025-04-21 20:17:00,20:17:00,7.6,1
2025-04-21 20:18:00,20:18:00,6.9,0
2025-04-21 20:22:00,20:22:00,6.3,1
2025-04-21 20:27:00,20:27:00,5.9,1
2025-04-21 20:28:00,20:28:00,5.9,1
2025-04-21 20:29:00,20:29:00,5.8,1
2025-04-21 20:30:00,20:30:00,5.9,1
2025-04-21 20:31:00,20:31:00,5.9,1
2025-04-21 20:32:00,20:32:00,5.9,1
2025-04-21 20:33:00,20:33:00,6.3,0
2025-04-21 20:33:00,20:33:00,5.9,1
2025-04-21 20:34:00,20:34:00,5.9,1
2025-04-21 20:35:00,20:35:00,6.1,1
2025-04-21 20:36:00,20:36:00,6.2,1
2025-04-21 20:37:00,20:37:00,6.4,1
2025-04-21 20:38:00,20:38:00,6.4,1
2025-04-21 20:39:00,20:39:00,6.5,1
2025-04-21 20:40:00,20:40:00,6.5,1
2025-04-21 20:41:00,20:41:00,6.5,1
2025-04-21 20:42:00,20:42:00,6.4,1
2025-04-21 20:42:00,20:42:00,6.5,1
2025-04-21 20:43:00,20:43:00,6.4,1
2025-04-21 20:44:00,20:44:00,6.3,1
2025-04-21 20:48:00,20:48:00,6.6,0
2025-04-21 20:54:00,20:54:00,6.4,1
2025-04-21 20:55:00,20:55:00,6.4,1
2025-04-21 20:55:00,20:55:00,6.4,1
2025-04-21 20:56:00,20:56:00,6.8,1
2025-04-21 21:00:00,21:00:00,7.4,1
2025-04-21 21:03:00,21:03:00,7.3,0
2025-04-21 21:18:00,21:18:00,7.8,0
2025-04-21 21:20:00,21:20:00,7.9,1
2025-04-21 21:24:00,21:24:00,7.9,1
2025-04-21 21:25:00,21:25:00,7.9,1
2025-04-21 21:25:00,21:25:00,7.9,1
2025-04-21 21:30:00,21:30:00,7.8,1
2025-04-21 21:31:00,21:31:00,7.9,1
2025-04-21 21:34:00,21:34:00,7.9,0
2025-04-21 21:34:00,21:34:00,8.3,1
2025-04-21 21:38:00,21:38:00,7.8,1
2025-04-21 21:39:00,21:39:00,7.7,1
2025-04-21 21:44:00,21:44:00,7.7,1
2025-04-21 21:45:00,21:45:00,7.7,1
2025-04-21 21:45:00,21:45:00,7.7,1
2025-04-21 21:46:00,21:46:00,7.7,1
2025-04-21 21:49:00,21:49:00,7.3,0
2025-04-21 21:50:00,21:50:00,7.7,1
2025-04-21 21:50:00,21:50:00,7.7,1
2025-04-21 21:51:00,21:51:00,7.7,1
2025-04-21 21:52:00,21:52:00,7.7,1
2025-04-21 21:56:00,21:56:00,7.7,1
2025-04-21 22:01:00,22:01:00,7.5,1
2025-04-21 22:04:00,22:04:00,7.3,0
2025-04-21 22:11:00,22:11:00,7.7,1
2025-04-21 22:12:00,22:12:00,7.9,1
2025-04-21 22:15:00,22:15:00,8.7,1
2025-04-21 22:16:00,22:16:00,8.9,1
2025-04-21 22:16:00,22:16:00,8.7,1
2025-04-21 22:19:00,22:19:00,8.7,1
2025-04-21 22:19:00,22:19:00,8.8,0
2025-04-21 22:29:00,22:29:00,9.9,1
2025-04-21 22:30:00,22:30:00,9.9,1
2025-04-21 22:30:00,22:30:00,10.1,1
2025-04-21 22:34:00,22:34:00,8.9,0
2025-04-21 22:35:00,22:35:00,10.2,1
2025-04-21 22:36:00,22:36:00,10.2,1
2025-04-21 22:49:00,22:49:00,9.3,0
2025-04-21 23:04:00,23:04:00,9.7,0
2025-04-21 23:19:00,23:19:00,9.8,0
2025-04-21 23:34:00,23:34:00,9.6,0
2025-04-21 23:50:00,23:50:00,9.4,0
2025-04-22 00:05:00,00:05:00,10.8,0
2025-04-22 00:20:00,00:20:00,11.3,0
2025-04-22 00:35:00,00:35:00,11.1,0
2025-04-22 00:40:00,00:40:00,11.9,1
2025-04-22 00:41:00,00:41:00,11.9,1
2025-04-22 00:50:00,00:50:00,11.1,0
2025-04-22 01:05:00,01:05:00,11.6,0
2025-04-22 01:20:00,01:20:00,11.2,0
2025-04-22 01:35:00,01:35:00,11.1,0
2025-04-22 01:51:00,01:51:00,11.2,0
2025-04-22 02:06:00,02:06:00,11.7,0
2025-04-22 02:21:00,02:21:00,12.1,0
2025-04-22 02:36:00,02:36:00,11.9,0
2025-04-22 02:51:00,02:51:00,12.3,0
2025-04-22 03:06:00,03:06:00,11.8,0
2025-04-22 03:21:00,03:21:00,11.5,0
2025-04-22 03:36:00,03:36:00,11.7,0
2025-04-22 03:52:00,03:52:00,11.3,0
2025-04-22 04:07:00,04:07:00,11.2,0
2025-04-22 04:22:00,04:22:00,11.2,0
2025-04-22 04:37:00,04:37:00,10.9,0
2025-04-22 04:52:00,04:52:00,11.1,0
2025-04-22 05:07:00,05:07:00,10.7,0
2025-04-22 05:22:00,05:22:00,9.1,0
2025-04-22 05:37:00,05:37:00,8.4,0
2025-04-22 05:52:00,05:52:00,10.9,0
2025-04-22 06:03:00,06:03:00,11.9,1
2025-04-22 06:04:00,06:04:00,11.7,1
2025-04-22 06:05:00,06:05:00,11.4,1
2025-04-22 06:06:00,06:06:00,11.4,1
2025-04-22 06:07:00,06:07:00,11.7,1
2025-04-22 06:08:00,06:08:00,11.9,1
2025-04-22 06:08:00,06:08:00,10.9,0
2025-04-22 06:23:00,06:23:00,9.8,0
2025-04-22 06:38:00,06:38:00,10.0,0
2025-04-22 06:53:00,06:53:00,10.4,0
2025-04-22 07:08:00,07:08:00,10.7,0
2025-04-22 07:20:00,07:20:00,11.9,1
2025-04-22 07:20:00,07:20:00,11.9,1
2025-04-22 07:23:00,07:23:00,11.2,0
2025-04-22 07:38:00,07:38:00,11.1,0
2025-04-22 07:53:00,07:53:00,9.3,0
2025-04-22 08:09:00,08:09:00,9.1,0
2025-04-22 08:11:00,08:11:00,8.0,1
2025-04-22 08:24:00,08:24:00,10.9,0
2025-04-22 08:25:00,08:25:00,11.3,1
2025-04-22 08:31:00,08:31:00,11.0,1
2025-04-22 08:31:00,08:31:00,11.0,1
2025-04-22 08:35:00,08:35:00,10.9,1
2025-04-22 08:36:00,08:36:00,11.1,1
2025-04-22 08:39:00,08:39:00,11.4,0
2025-04-22 08:47:00,08:47:00,11.8,1
2025-04-22 08:48:00,08:48:00,11.3,1
2025-04-22 08:48:00,08:48:00,11.3,1
2025-04-22 08:49:00,08:49:00,11.1,1
2025-04-22 08:54:00,08:54:00,11.0,0
2025-04-22 08:58:00,08:58:00,11.6,1
2025-04-22 09:07:00,09:07:00,11.4,1
2025-04-22 09:08:00,09:08:00,11.6,1
2025-04-22 09:09:00,09:09:00,11.7,0
2025-04-22 09:10:00,09:10:00,11.4,1
2025-04-22 09:24:00,09:24:00,12.3,0
2025-04-22 09:25:00,09:25:00,12.7,1
2025-04-22 09:25:00,09:25:00,12.7,1
2025-04-22 09:26:00,09:26:00,12.6,1
2025-04-22 09:27:00,09:27:00,12.6,1
2025-04-22 09:28:00,09:28:00,12.7,1
2025-04-22 09:29:00,09:29:00,12.7,1
2025-04-22 09:30:00,09:30:00,12.7,1
2025-04-22 09:31:00,09:31:00,12.7,1
2025-04-22 09:32:00,09:32:00,12.6,1
2025-04-22 09:33:00,09:33:00,12.5,1
2025-04-22 09:34:00,09:34:00,12.4,1
2025-04-22 09:35:00,09:35:00,12.3,1
2025-04-22 09:36:00,09:36:00,12.3,1
2025-04-22 09:37:00,09:37:00,12.4,1
2025-04-22 09:38:00,09:38:00,12.4,1
2025-04-22 09:39:00,09:39:00,11.9,0
2025-04-22 09:39:00,09:39:00,12.3,1
2025-04-22 09:40:00,09:40:00,12.3,1
2025-04-22 09:42:00,09:42:00,11.9,1
2025-04-22 09:44:00,09:44:00,11.8,1
2025-04-22 09:46:00,09:46:00,11.7,1
2025-04-22 09:47:00,09:47:00,11.6,1
2025-04-22 09:48:00,09:48:00,11.4,1
2025-04-22 09:49:00,09:49:00,11.3,1
2025-04-22 09:50:00,09:50:00,11.1,1
2025-04-22 09:53:00,09:53:00,11.0,1
2025-04-22 09:54:00,09:54:00,11.3,0
2025-04-22 09:54:00,09:54:00,11.1,1
2025-04-22 09:55:00,09:55:00,11.1,1
2025-04-22 09:56:00,09:56:00,11.0,1
2025-04-22 09:57:00,09:57:00,10.9,1
2025-04-22 09:58:00,09:58:00,10.8,1
2025-04-22 10:01:00,10:01:00,10.8,1
2025-04-22 10:10:00,10:10:00,11.4,0
2025-04-22 10:12:00,10:12:00,11.6,1
2025-04-22 10:13:00,10:13:00,11.6,1
2025-04-22 10:25:00,10:25:00,12.3,0
2025-04-22 10:40:00,10:40:00,12.7,0
2025-04-22 10:44:00,10:44:00,13.4,1
2025-04-22 10:45:00,10:45:00,13.3,1
2025-04-22 10:46:00,10:46:00,13.1,1
2025-04-22 10:47:00,10:47:00,12.9,1
2025-04-22 10:52:00,10:52:00,11.7,1
2025-04-22 10:55:00,10:55:00,11.9,0
2025-04-22 10:59:00,10:59:00,10.8,1
2025-04-22 11:00:00,11:00:00,10.8,1
2025-04-22 11:02:00,11:02:00,11.2,1
2025-04-22 11:10:00,11:10:00,11.3,0
2025-04-22 11:11:00,11:11:00,11.8,1
2025-04-22 11:17:00,11:17:00,10.1,1
2025-04-22 11:20:00,11:20:00,9.5,1
2025-04-22 11:21:00,11:21:00,9.4,1
2025-04-22 11:25:00,11:25:00,9.6,1
2025-04-22 11:25:00,11:25:00,10.0,0
2025-04-22 11:27:00,11:27:00,9.6,1
2025-04-22 11:28:00,11:28:00,9.6,1
2025-04-22 11:29:00,11:29:00,9.6,1
2025-04-22 11:30:00,11:30:00,9.6,1
2025-04-22 11:31:00,11:31:00,9.5,1
2025-04-22 11:32:00,11:32:00,9.4,1
2025-04-22 11:36:00,11:36:00,9.4,1
2025-04-22 11:39:00,11:39:00,9.4,1
2025-04-22 11:40:00,11:40:00,9.6,0
2025-04-22 11:40:00,11:40:00,9.2,1
2025-04-22 11:42:00,11:42:00,9.4,1
2025-04-22 11:46:00,11:46:00,9.6,1
2025-04-22 11:49:00,11:49:00,9.7,1
2025-04-22 11:50:00,11:50:00,9.7,1
2025-04-22 11:51:00,11:51:00,9.7,1
2025-04-22 11:55:00,11:55:00,9.7,0
2025-04-22 11:56:00,11:56:00,9.6,1
2025-04-22 11:57:00,11:57:00,9.7,1
2025-04-22 12:10:00,12:10:00,9.0,0
2025-04-22 12:19:00,12:19:00,8.3,1
2025-04-22 12:21:00,12:21:00,8.3,1
2025-04-22 12:22:00,12:22:00,8.4,1
2025-04-22 12:23:00,12:23:00,8.6,1
2025-04-22 12:24:00,12:24:00,8.6,1
2025-04-22 12:25:00,12:25:00,8.6,1
2025-04-22 12:26:00,12:26:00,8.4,0
2025-04-22 12:38:00,12:38:00,8.1,1
2025-04-22 12:41:00,12:41:00,8.1,0
2025-04-22 12:56:00,12:56:00,7.6,0
2025-04-22 12:56:00,12:56:00,7.6,1
2025-04-22 12:57:00,12:57:00,7.6,1
2025-04-22 12:58:00,12:58:00,7.6,1
2025-04-22 12:59:00,12:59:00,7.6,1
2025-04-22 13:00:00,13:00:00,7.5,1
2025-04-22 13:02:00,13:02:00,7.2,1
2025-04-22 13:03:00,13:03:00,7.2,1
2025-04-22 13:04:00,13:04:00,7.2,1
2025-04-22 13:06:00,13:06:00,7.3,1
2025-04-22 13:07:00,13:07:00,7.4,1
2025-04-22 13:08:00,13:08:00,7.4,1
2025-04-22 13:08:00,13:08:00,7.4,1
2025-04-22 13:10:00,13:10:00,7.1,1
2025-04-22 13:11:00,13:11:00,7.2,0
2025-04-22 13:11:00,13:11:00,6.9,1
2025-04-22 13:12:00,13:12:00,6.9,1
2025-04-22 13:13:00,13:13:00,6.8,1
2025-04-22 13:14:00,13:14:00,6.8,1
2025-04-22 13:15:00,13:15:00,6.8,1
2025-04-22 13:16:00,13:16:00,6.8,1
2025-04-22 13:17:00,13:17:00,6.9,1
2025-04-22 13:18:00,13:18:00,7.0,1
2025-04-22 13:19:00,13:19:00,7.2,1
2025-04-22 13:20:00,13:20:00,7.3,1
2025-04-22 13:21:00,13:21:00,7.3,1
2025-04-22 13:22:00,13:22:00,7.3,1
2025-04-22 13:23:00,13:23:00,7.2,1
2025-04-22 13:24:00,13:24:00,7.1,1
2025-04-22 13:25:00,13:25:00,7.0,1
2025-04-22 13:26:00,13:26:00,7.0,0
2025-04-22 13:26:00,13:26:00,6.9,1
2025-04-22 13:27:00,13:27:00,6.9,1
2025-04-22 13:28:00,13:28:00,6.8,1
2025-04-22 13:29:00,13:29:00,6.8,1
2025-04-22 13:30:00,13:30:00,6.8,1
2025-04-22 13:31:00,13:31:00,6.7,1
2025-04-22 13:32:00,13:32:00,6.7,1
2025-04-22 13:33:00,13:33:00,6.6,1
2025-04-22 13:34:00,13:34:00,6.6,1
2025-04-22 13:35:00,13:35:00,6.6,1
2025-04-22 13:36:00,13:36:00,6.6,1
2025-04-22 13:37:00,13:37:00,6.6,1
2025-04-22 13:38:00,13:38:00,6.7,1
2025-04-22 13:39:00,13:39:00,6.7,1
2025-04-22 13:40:00,13:40:00,6.8,1
2025-04-22 13:41:00,13:41:00,7.2,0
2025-04-22 13:41:00,13:41:00,6.8,1
2025-04-22 13:42:00,13:42:00,6.9,1
2025-04-22 13:43:00,13:43:00,7.0,1
2025-04-22 13:44:00,13:44:00,7.1,1
2025-04-22 13:45:00,13:45:00,7.2,1
2025-04-22 13:46:00,13:46:00,7.3,1
2025-04-22 13:51:00,13:51:00,7.8,1
2025-04-22 13:51:00,13:51:00,7.8,1
2025-04-22 13:52:00,13:52:00,7.9,1
2025-04-22 13:53:00,13:53:00,8.0,1
2025-04-22 13:54:00,13:54:00,8.1,1
2025-04-22 13:56:00,13:56:00,8.0,0
2025-04-22 14:07:00,14:07:00,8.4,1
2025-04-22 14:10:00,14:10:00,8.6,1
2025-04-22 14:11:00,14:11:00,8.7,1
2025-04-22 14:11:00,14:11:00,8.7,0
2025-04-22 14:12:00,14:12:00,8.8,1
2025-04-22 14:13:00,14:13:00,8.9,1
2025-04-22 14:15:00,14:15:00,9.2,1
2025-04-22 14:16:00,14:16:00,9.3,1
2025-04-22 14:17:00,14:17:00,9.5,1
2025-04-22 14:18:00,14:18:00,9.7,1
2025-04-22 14:19:00,14:19:00,9.7,1
2025-04-22 14:20:00,14:20:00,9.6,1
2025-04-22 14:21:00,14:21:00,9.4,1
2025-04-22 14:22:00,14:22:00,9.3,1
2025-04-22 14:23:00,14:23:00,9.2,1
2025-04-22 14:24:00,14:24:00,9.2,1
2025-04-22 14:25:00,14:25:00,9.2,1
2025-04-22 14:26:00,14:26:00,9.3,1
2025-04-22 14:27:00,14:27:00,9.1,0
2025-04-22 14:29:00,14:29:00,9.7,1
2025-04-22 14:35:00,14:35:00,9.6,1
2025-04-22 14:42:00,14:42:00,8.8,0
2025-04-22 14:57:00,14:57:00,8.0,0
2025-04-22 15:02:00,15:02:00,6.6,1
2025-04-22 15:05:00,15:05:00,6.9,1
2025-04-22 15:06:00,15:06:00,7.2,1
2025-04-22 15:07:00,15:07:00,7.1,1
2025-04-22 15:08:00,15:08:00,6.8,1
2025-04-22 15:11:00,15:11:00,6.8,1
2025-04-22 15:12:00,15:12:00,6.7,0
2025-04-22 15:16:00,15:16:00,6.5,1
2025-04-22 15:17:00,15:17:00,6.3,1
2025-04-22 15:18:00,15:18:00,6.2,1
2025-04-22 15:27:00,15:27:00,5.1,0
2025-04-22 15:33:00,15:33:00,4.1,1
2025-04-22 15:34:00,15:34:00,4.1,1
2025-04-22 15:35:00,15:35:00,4.2,1
2025-04-22 15:41:00,15:41:00,4.4,1
2025-04-22 15:42:00,15:42:00,4.3,1
2025-04-22 15:42:00,15:42:00,5.1,0
2025-04-22 15:45:00,15:45:00,4.6,1
2025-04-22 15:46:00,15:46:00,4.7,1
2025-04-22 15:47:00,15:47:00,4.8,1
2025-04-22 15:48:00,15:48:00,5.0,1
2025-04-22 15:49:00,15:49:00,5.2,1
2025-04-22 15:56:00,15:56:00,6.6,1
2025-04-22 15:57:00,15:57:00,6.5,0
2025-04-22 16:03:00,16:03:00,7.2,1
2025-04-22 16:09:00,16:09:00,6.8,1
2025-04-22 16:12:00,16:12:00,6.9,0
2025-04-22 16:14:00,16:14:00,7.1,1
2025-04-22 16:15:00,16:15:00,7.1,1
2025-04-22 16:21:00,16:21:00,6.9,1
2025-04-22 16:27:00,16:27:00,6.8,0
2025-04-22 16:29:00,16:29:00,7.1,1
2025-04-22 16:37:00,16:37:00,7.3,1
2025-04-22 16:38:00,16:38:00,7.3,1
2025-04-22 16:43:00,16:43:00,6.6,0
2025-04-22 16:47:00,16:47:00,6.3,1
2025-04-22 16:58:00,16:58:00,6.6,0
2025-04-22 17:07:00,17:07:00,6.7,1
2025-04-22 17:13:00,17:13:00,6.9,0
2025-04-22 17:28:00,17:28:00,7.4,0
2025-04-22 17:31:00,17:31:00,7.6,1
2025-04-22 17:34:00,17:34:00,7.8,1
2025-04-22 17:43:00,17:43:00,7.6,0
2025-04-22 17:58:00,17:58:00,7.7,0
2025-04-22 17:58:00,17:58:00,7.4,1
2025-04-22 17:59:00,17:59:00,7.3,1
2025-04-22 18:00:00,18:00:00,7.2,1
2025-04-22 18:01:00,18:01:00,7.2,1
2025-04-22 18:04:00,18:04:00,7.7,1
2025-04-22 18:12:00,18:12:00,7.8,1
2025-04-22 18:13:00,18:13:00,7.6,0
2025-04-22 18:13:00,18:13:00,7.8,1
2025-04-22 18:14:00,18:14:00,7.8,1
2025-04-22 18:15:00,18:15:00,7.7,1
2025-04-22 18:16:00,18:16:00,7.7,1
2025-04-22 18:17:00,18:17:00,7.6,1
2025-04-22 18:18:00,18:18:00,7.6,1
2025-04-22 18:19:00,18:19:00,7.6,1
2025-04-22 18:20:00,18:20:00,7.6,1
2025-04-22 18:21:00,18:21:00,7.6,1
2025-04-22 18:22:00,18:22:00,7.6,1
2025-04-22 18:24:00,18:24:00,7.5,1
2025-04-22 18:25:00,18:25:00,7.5,1
2025-04-22 18:26:00,18:26:00,7.5,1
2025-04-22 18:27:00,18:27:00,7.6,1
2025-04-22 18:28:00,18:28:00,7.6,1
2025-04-22 18:28:00,18:28:00,7.8,0
2025-04-22 18:29:00,18:29:00,7.7,1
2025-04-22 18:35:00,18:35:00,8.5,1
2025-04-22 18:36:00,18:36:00,8.6,1
2025-04-22 18:37:00,18:37:00,8.6,1
2025-04-22 18:40:00,18:40:00,8.6,1
2025-04-22 18:44:00,18:44:00,8.8,0
2025-04-22 18:46:00,18:46:00,8.8,1
2025-04-22 18:58:00,18:58:00,9.9,1
2025-04-22 18:59:00,18:59:00,9.6,0
2025-04-22 19:00:00,19:00:00,10.2,1
2025-04-22 19:01:00,19:01:00,10.2,1
2025-04-22 19:02:00,19:02:00,10.1,1
2025-04-22 19:03:00,19:03:00,10.0,1
2025-04-22 19:04:00,19:04:00,9.9,1
2025-04-22 19:05:00,19:05:00,9.9,1
2025-04-22 19:10:00,19:10:00,9.6,1
2025-04-22 19:13:00,19:13:00,9.5,1
2025-04-22 19:14:00,19:14:00,9.6,0
2025-04-22 19:26:00,19:26:00,9.7,1
2025-04-22 19:29:00,19:29:00,9.6,0
2025-04-22 19:42:00,19:42:00,9.6,1
2025-04-22 19:42:00,19:42:00,9.6,1
2025-04-22 19:44:00,19:44:00,9.5,0
2025-04-22 19:52:00,19:52:00,9.3,1
2025-04-22 19:56:00,19:56:00,9.2,1
2025-04-22 19:59:00,19:59:00,9.1,1
2025-04-22 19:59:00,19:59:00,8.9,0
2025-04-22 20:14:00,20:14:00,8.7,0
2025-04-22 20:29:00,20:29:00,7.1,0
2025-04-22 20:37:00,20:37:00,5.8,1
2025-04-22 20:39:00,20:39:00,5.6,1
2025-04-22 20:41:00,20:41:00,5.3,1
2025-04-22 20:44:00,20:44:00,5.3,0
2025-04-22 20:46:00,20:46:00,4.4,1
2025-04-22 20:47:00,20:47:00,4.3,1
2025-04-22 20:48:00,20:48:00,4.4,1
2025-04-22 20:49:00,20:49:00,4.4,1
2025-04-22 20:50:00,20:50:00,4.5,1
2025-04-22 20:51:00,20:51:00,4.5,1
2025-04-22 20:52:00,20:52:00,4.6,1
2025-04-22 20:53:00,20:53:00,4.6,1
2025-04-22 20:54:00,20:54:00,4.7,1
2025-04-22 20:55:00,20:55:00,4.7,1
2025-04-22 20:56:00,20:56:00,4.8,1
2025-04-22 20:57:00,20:57:00,4.8,1
2025-04-22 20:58:00,20:58:00,4.9,1
2025-04-22 20:59:00,20:59:00,4.7,1
2025-04-22 21:00:00,21:00:00,5.3,0
2025-04-22 21:00:00,21:00:00,4.6,1
2025-04-22 21:01:00,21:01:00,5.1,1
2025-04-22 21:02:00,21:02:00,5.4,1
2025-04-22 21:04:00,21:04:00,5.6,1
2025-04-22 21:05:00,21:05:00,5.7,1
2025-04-22 21:06:00,21:06:00,5.8,1
2025-04-22 21:07:00,21:07:00,5.8,1
2025-04-22 21:08:00,21:08:00,5.7,1
2025-04-22 21:09:00,21:09:00,5.5,1
2025-04-22 21:10:00,21:10:00,5.2,1
2025-04-22 21:11:00,21:11:00,4.8,1
2025-04-22 21:12:00,21:12:00,4.4,1
2025-04-22 21:13:00,21:13:00,4.1,1
2025-04-22 21:14:00,21:14:00,4.1,1
2025-04-22 21:15:00,21:15:00,4.4,1
2025-04-22 21:15:00,21:15:00,5.2,0
2025-04-22 21:16:00,21:16:00,4.7,1
2025-04-22 21:18:00,21:18:00,4.1,1
2025-04-22 21:19:00,21:19:00,3.9,1
2025-04-22 21:20:00,21:20:00,3.8,1
2025-04-22 21:21:00,21:21:00,3.9,1
2025-04-22 21:22:00,21:22:00,4.2,1
2025-04-22 21:23:00,21:23:00,4.6,1
2025-04-22 21:24:00,21:24:00,5.2,1
2025-04-22 21:25:00,21:25:00,5.7,1
2025-04-22 21:26:00,21:26:00,6.2,1
2025-04-22 21:27:00,21:27:00,6.4,1
2025-04-22 21:28:00,21:28:00,6.7,1
2025-04-22 21:30:00,21:30:00,6.6,0
2025-04-22 21:31:00,21:31:00,6.9,1
2025-04-22 21:32:00,21:32:00,7.5,1
2025-04-22 21:33:00,21:33:00,7.8,1
2025-04-22 21:36:00,21:36:00,8.6,1
2025-04-22 21:37:00,21:37:00,8.7,1
2025-04-22 21:38:00,21:38:00,8.8,1
2025-04-22 21:39:00,21:39:00,8.8,1
2025-04-22 21:40:00,21:40:00,8.7,1
2025-04-22 21:41:00,21:41:00,8.4,1
2025-04-22 21:42:00,21:42:00,8.2,1
2025-04-22 21:43:00,21:43:00,8.1,1
2025-04-22 21:44:00,21:44:00,8.2,1
2025-04-22 21:45:00,21:45:00,8.3,1
2025-04-22 21:45:00,21:45:00,8.5,0
2025-04-22 21:46:00,21:46:00,8.2,1
2025-04-22 21:47:00,21:47:00,7.9,1
2025-04-22 21:48:00,21:48:00,7.7,1
2025-04-22 21:50:00,21:50:00,7.3,1
2025-04-22 21:54:00,21:54:00,8.4,1
2025-04-22 21:55:00,21:55:00,9.1,1
2025-04-22 21:56:00,21:56:00,9.7,1
2025-04-22 21:57:00,21:57:00,10.0,1
2025-04-22 21:58:00,21:58:00,10.3,1
2025-04-22 22:00:00,22:00:00,10.8,1
2025-04-22 22:00:00,22:00:00,9.7,0
2025-04-22 22:01:00,22:01:00,10.9,1
2025-04-22 22:02:00,22:02:00,10.9,1
2025-04-22 22:05:00,22:05:00,10.9,1
2025-04-22 22:07:00,22:07:00,10.7,1
2025-04-22 22:11:00,22:11:00,9.8,1
2025-04-22 22:15:00,22:15:00,9.9,0
2025-04-22 22:15:00,22:15:00,7.3,1
2025-04-22 22:23:00,22:23:00,10.7,1
2025-04-22 22:28:00,22:28:00,11.1,1
2025-04-22 22:30:00,22:30:00,10.5,0
2025-04-22 22:32:00,22:32:00,11.1,1
2025-04-22 22:33:00,22:33:00,11.1,1
2025-04-22 22:36:00,22:36:00,10.7,1
2025-04-22 22:41:00,22:41:00,9.7,1
2025-04-22 22:45:00,22:45:00,8.7,0
2025-04-22 22:47:00,22:47:00,8.4,1
2025-04-22 22:53:00,22:53:00,8.2,1
2025-04-22 22:59:00,22:59:00,8.0,1
2025-04-22 23:01:00,23:01:00,8.3,0
2025-04-22 23:09:00,23:09:00,7.8,1
2025-04-22 23:10:00,23:10:00,7.8,1
2025-04-22 23:15:00,23:15:00,7.5,1
2025-04-22 23:16:00,23:16:00,7.8,0
2025-04-22 23:20:00,23:20:00,7.7,1
2025-04-22 23:31:00,23:31:00,7.3,0
2025-04-22 23:36:00,23:36:00,6.8,1
2025-04-22 23:37:00,23:37:00,6.9,1
2025-04-22 23:46:00,23:46:00,7.1,1
2025-04-22 23:46:00,23:46:00,7.2,0
2025-04-22 23:47:00,23:47:00,7.2,1
2025-04-22 23:53:00,23:53:00,7.3,1
2025-04-22 23:58:00,23:58:00,6.4,1
2025-04-23 00:01:00,00:01:00,6.9,0
2025-04-23 00:14:00,00:14:00,7.2,1
2025-04-23 00:16:00,00:16:00,7.3,0
2025-04-23 00:16:00,00:16:00,7.2,1
2025-04-23 00:23:00,00:23:00,7.2,1
2025-04-23 00:31:00,00:31:00,7.9,0
2025-04-23 00:46:00,00:46:00,8.3,0
2025-04-23 01:02:00,01:02:00,8.6,0
2025-04-23 01:17:00,01:17:00,8.3,0
2025-04-23 01:32:00,01:32:00,7.9,0
2025-04-23 01:47:00,01:47:00,8.1,0
2025-04-23 02:02:00,02:02:00,8.7,0
2025-04-23 02:17:00,02:17:00,9.0,0
2025-04-23 02:32:00,02:32:00,8.9,0
2025-04-23 02:47:00,02:47:00,9.1,0
2025-04-23 03:02:00,03:02:00,9.1,0
2025-04-23 03:18:00,03:18:00,9.1,0
2025-04-23 03:33:00,03:33:00,9.0,0
2025-04-23 03:48:00,03:48:00,9.2,0
2025-04-23 04:03:00,04:03:00,9.2,0
2025-04-23 04:18:00,04:18:00,9.3,0
2025-04-23 04:33:00,04:33:00,9.5,0
2025-04-23 04:48:00,04:48:00,9.2,0
2025-04-23 05:03:00,05:03:00,9.1,0
2025-04-23 05:19:00,05:19:00,8.8,0
2025-04-23 05:34:00,05:34:00,8.9,0
2025-04-23 05:44:00,05:44:00,9.2,1
2025-04-23 05:45:00,05:45:00,9.3,1
2025-04-23 05:46:00,05:46:00,9.4,1
2025-04-23 05:47:00,05:47:00,9.6,1
2025-04-23 05:49:00,05:49:00,9.4,0
2025-04-23 06:04:00,06:04:00,9.3,0
2025-04-23 06:19:00,06:19:00,9.2,0
2025-04-23 06:34:00,06:34:00,9.3,0
2025-04-23 06:49:00,06:49:00,9.4,0
2025-04-23 07:04:00,07:04:00,9.7,0
2025-04-23 07:19:00,07:19:00,9.8,0
2025-04-23 07:24:00,07:24:00,10.1,1
2025-04-23 07:25:00,07:25:00,9.9,1
2025-04-23 07:35:00,07:35:00,9.4,0
2025-04-23 07:50:00,07:50:00,9.2,0
2025-04-23 07:54:00,07:54:00,9.3,1
2025-04-23 08:05:00,08:05:00,9.6,0
2025-04-23 08:20:00,08:20:00,9.9,0
2025-04-23 08:21:00,08:21:00,10.0,1
2025-04-23 08:25:00,08:25:00,10.4,1
2025-04-23 08:35:00,08:35:00,10.2,0
2025-04-23 08:50:00,08:50:00,10.9,1
2025-04-23 08:50:00,08:50:00,10.8,0
2025-04-23 08:51:00,08:51:00,10.9,1
